reference_variant,source_id,method,scan_id,structure,label,dice,jaccard,hd95_mm,assd_mm,source_voxels,reference_voxels,intersection_voxels,signed_volume_error_pct,abs_volume_error_pct,n_reference_sources
trusted_registered_hard_vote,synthseg_2024_3di,SynthSeg,2024_phi_3di,right_inferior_lateral_ventricle,44,0.6422287390029325,0.47300215982721383,1.4142135381698608,0.5251174569129944,368,314,219,17.197452229299362,17.197452229299362,4
trusted_registered_hard_vote,synthseg_2024_3di,SynthSeg,2024_phi_3di,right_cerebellum_white_matter,46,0.8271452926690661,0.7052410562868449,2.2360680103302,0.8880847096443176,11441,9675,8733,18.253229974160206,18.253229974160206,4
trusted_registered_hard_vote,synthseg_2024_3di,SynthSeg,2024_phi_3di,right_cerebellum_cortex,47,0.9133929377765736,0.840591755319149,1.7320507764816284,0.7071561813354492,50724,48933,45513,3.6601066764759977,3.6601066764759977,4
trusted_registered_hard_vote,synthseg_2024_3di,SynthSeg,2024_phi_3di,right_thalamus,49,0.8955754835840807,0.8108978660582472,1.4142135381698608,0.7058871388435364,7137,6356,6042,12.287602265575833,12.287602265575833,4
trusted_registered_hard_vote,synthseg_2024_3di,SynthSeg,2024_phi_3di,right_caudate,50,0.7850208044382802,0.6461187214611872,2.2360680103302,0.8524801731109619,4120,3090,2830,33.33333333333333,33.33333333333333,4
trusted_registered_hard_vote,synthseg_2024_3di,SynthSeg,2024_phi_3di,right_putamen,51,0.8560799319727891,0.7483739081955026,1.7320507764816284,0.7438346147537231,5185,4223,4027,22.78001420790907,22.78001420790907,4
trusted_registered_hard_vote,synthseg_2024_3di,SynthSeg,2024_phi_3di,right_pallidum,52,0.7922077922077922,0.6559139784946236,2.0,0.8196655511856079,1419,1199,1037,18.34862385321101,18.34862385321101,4
trusted_registered_hard_vote,synthseg_2024_3di,SynthSeg,2024_phi_3di,right_hippocampus,53,0.8788458707493008,0.7838760504201681,1.0,0.47836557030677795,3299,3494,2985,-5.580995993131082,5.580995993131082,4
trusted_registered_hard_vote,synthseg_2024_3di,SynthSeg,2024_phi_3di,right_amygdala,54,0.8083791208791209,0.6783861671469741,1.7320507764816284,0.752322256565094,1451,1461,1177,-0.6844626967830253,0.6844626967830253,4
trusted_registered_hard_vote,synthseg_2024_3di,SynthSeg,2024_phi_3di,right_accumbens_area,58,0.8356669123065585,0.7177215189873418,1.4142135381698608,0.537392258644104,734,623,567,17.81701444622793,17.81701444622793,4
trusted_registered_hard_vote,synthseg_2024_3di,SynthSeg,2024_phi_3di,right_ventral_dc,60,0.8391451068616423,0.7228682170542635,1.4142135381698608,0.6357483267784119,3670,3442,2984,6.6240557815223715,6.6240557815223715,4
trusted_registered_hard_vote,tigerbx_2024_3di,TIGERBx,kate_2024_3di,left_cerebral_white_matter,2,0.5535582208170783,0.3827034235209778,26.095975875854492,4.99393367767334,102917,172895,76339,-40.47427629486104,40.47427629486104,4
trusted_registered_hard_vote,tigerbx_2024_3di,TIGERBx,kate_2024_3di,left_cerebral_cortex,3,0.5905357473892356,0.41897887533889594,30.066593170166016,5.776298999786377,157080,247495,119458,-36.53205115254853,36.53205115254853,4
trusted_registered_hard_vote,tigerbx_2024_3di,TIGERBx,kate_2024_3di,left_lateral_ventricle,4,0.7607582938388625,0.6138901636836469,2.0,0.8585026860237122,5840,4710,4013,23.991507430997878,23.991507430997878,4
